title,original_language,release_date,popularity,vote_count,vote_average,budget,genre_names,collection_name,year_release
Halloween II,en,1981-10-30,50.085,1591,6.5,2500000.0,Thriller,Halloween Collection,1981
Evil Dead,en,2013-04-05,49.982,3758,6.5,17000000.0,Horror,Evil Dead Collection,2013
Insensate,pt,2021-08-04,49.877,74,6.7,0.0,Mystery,,2021
Hostel: Part II,en,2007-06-08,49.793,1645,5.8,10200000.0,Horror,Hostel Collection,2007
I Spit on Your Grave 2,en,2013-08-25,49.755,1043,6.3,0.0,Crime,I Spit on Your Grave Collection,2013
Crawl,en,2019-07-11,49.607,2608,6.3,13500000.0,Action,,2019
28 Days Later,en,2002-10-31,49.268,5557,7.2,5000000.0,Science Fiction,28 Days/Weeks Later Collection,2002
Ghost Ship,en,2002-10-25,49.195,1978,5.9,35000000.0,Mystery,,2002
The Banishing,en,2021-04-29,49.121,89,5.4,0.0,Horror,,2021
Friday the 13th: The Final Chapter,en,1984-04-13,48.887,1013,6.1,2600000.0,Horror,Friday the 13th Collection,1984
Insidious: Chapter 3,en,2015-05-28,48.653,2833,6.3,10000000.0,Drama,Insidious Collection,2015
Fat Ass Zombies,en,2020-02-18,47.937,48,4.8,0.0,Comedy,,2020
Bodies Bodies Bodies,en,2022-08-05,47.932,156,6.4,0.0,Comedy,,2022
Halloween: Resurrection,en,2002-07-01,47.79,1000,4.7,13000000.0,Thriller,Halloween Collection,2002
Polaroid,en,2019-01-10,47.575,842,6.0,0.0,Mystery,,2019
The Ring Two,en,2005-03-17,47.482,1935,5.7,50000000.0,Drama,The Ring Collection,2005
The Island of Giant Insects,ja,2020-01-10,47.477,15,4.4,0.0,Adventure,,2020
The Dinosaur Project,en,2012-08-09,47.421,236,5.6,0.0,Action,,2012
Night Teeth,en,2021-10-20,47.405,589,6.5,21700000.0,Action,,2021
La Casa,es,2020-01-30,47.302,77,6.3,0.0,Horror,,2020
Echoes,es,2022-01-27,47.267,31,6.4,0.0,Thriller,,2022
Saw 3D,en,2010-10-21,47.018,2425,6.0,20000000.0,Crime,Saw Collection,2010
Sijjin 6,tr,2019-08-09,47.003,33,5.7,0.0,Horror,Sijjin Collection,2019
Shaun of the Dead,en,2004-04-09,46.937,7139,7.5,6100000.0,Comedy,,2004
Carrie,en,1976-11-03,46.915,3055,7.3,1800000.0,Thriller,Carrie Collection,1976
The Ritual,en,2017-10-11,46.777,2397,6.2,1000000.0,Mystery,,2017
Vivarium,en,2019-09-07,46.777,1466,6.0,4000000.0,Mystery,,2019
Stay Out of the Attic,en,2021-03-11,46.543,67,5.7,0.0,Horror,,2021
What the Peeper Saw,it,1972-10-14,46.448,24,5.9,0.0,Drama,,1972
The Blair Witch Project,en,1999-07-14,46.286,3901,6.3,60000.0,Mystery,Blair Witch Collection,1999
Watcher,en,2022-06-03,46.144,232,6.3,0.0,Thriller,,2022
"Salò, or the 120 Days of Sodom",it,1976-01-10,46.125,1541,6.5,0.0,Drama,,1976
The Evil Dead,en,1981-09-10,46.079,3093,7.3,350000.0,Horror,Evil Dead Collection,1981
Friday the 13th Part 2,en,1981-05-01,45.906,1281,6.1,1250000.0,Thriller,Friday the 13th Collection,1981
Leprechaun 3,en,1995-07-04,45.746,243,5.9,0.0,Comedy,Leprechaun Collection,1995
Restart The Earth,zh,2022-08-04,45.744,6,5.0,0.0,Action,,2022
A Nightmare on Elm Street,en,2010-04-30,45.628,2292,5.5,35000000.0,Mystery,,2010
Redcon-1,en,2018-09-07,45.458,220,5.7,0.0,Action,,2018
A Classic Horror Story,it,2021-07-14,45.437,740,5.9,0.0,Mystery,,2021
Bram Stoker's Dracula,en,1992-11-13,45.348,4172,7.4,40000000.0,Romance,,1992
Ouija,en,2014-10-24,45.058,2393,5.2,5000000.0,Horror,Ouija Collection,2014
Escape the Undertaker,en,2021-10-05,44.884,56,5.2,0.0,Family,,2021
The Grudge,en,2004-10-22,44.825,2486,5.9,10000000.0,Mystery,The Grudge Collection,2004
[REC]³ Genesis,es,2012-03-30,44.643,1221,5.2,6400000.0,Horror,[REC] Collection,2012
Saw V,en,2008-10-23,44.561,2815,6.2,10800000.0,Crime,Saw Collection,2008
A Nightmare on Elm Street,en,1984-11-09,44.489,4150,7.3,1800000.0,Horror,A Nightmare on Elm Street Collection,1984
Fright Night,en,1985-08-02,44.473,1059,7.0,9000000.0,Comedy,Fright Night Collection,1985
"As Above, So Below",en,2014-08-14,44.415,2774,6.7,5000000.0,Thriller,,2014
Red Dot,sv,2021-02-11,44.072,612,5.9,0.0,Thriller,,2021
Night of the Living Dead,en,1990-10-19,43.971,686,6.8,4200000.0,Thriller,,1990
Scary Stories to Tell in the Dark,en,2019-08-08,43.866,2208,6.5,25000000.0,Thriller,,2019
The Wolf of Snow Hollow,en,2020-10-23,43.833,265,6.2,2000000.0,Thriller,,2020
Piggy,es,2022-10-07,43.78,3,7.0,2400000.0,Drama,,2022
Pet Sematary,en,1989-04-21,43.608,1748,6.6,11500000.0,Drama,Pet Sematary Collection,1989
Hypnotic,en,2021-10-27,43.596,478,6.1,0.0,Drama,,2021
Fresh,en,2022-03-03,43.347,843,7.0,0.0,Thriller,,2022
Parasyte: Part 1,ja,2014-11-29,43.308,202,7.1,0.0,Science Fiction,Parasyte Collection,2014
Interview with the Vampire,en,1994-11-11,42.674,4852,7.4,60000000.0,Drama,The Vampire Chronicles Collection,1994
Saw VI,en,2009-10-16,42.6,2559,6.3,11000000.0,Mystery,Saw Collection,2009
The Owners,en,2020-08-27,42.352,266,5.7,0.0,Thriller,,2020
Scream 4,en,2011-04-11,42.342,2801,6.4,40000000.0,Mystery,Scream Collection,2011
Crystal Skulls,en,2014-08-12,42.197,22,5.0,0.0,Adventure,,2014
Aftermath,en,2021-08-04,42.146,479,6.4,0.0,Crime,,2021
Cursed,en,2005-02-25,42.103,577,5.4,35000000.0,Comedy,,2005
Bloodthirsty,en,2021-04-23,42.073,41,5.4,0.0,Horror,,2021
Psycho,en,1960-06-22,42.064,8452,8.4,806947.0,Drama,Psycho Collection,1960
Dawn of the Dead,en,2004-03-19,41.981,3254,7.0,26000000.0,Action,,2004
An American Werewolf in London,en,1981-08-21,41.806,1887,7.4,10000000.0,Comedy,An American Werewolf Collection,1981
The Other Side of the Door,en,2016-02-25,41.736,720,5.5,0.0,Thriller,,2016
Us,en,2019-03-14,41.601,6169,7.0,20000000.0,Mystery,,2019
The Nun,es,2005-11-03,41.512,196,5.5,0.0,Mystery,,2005
Cannibal Holocaust,it,1980-02-07,41.435,1284,6.3,100000.0,Horror,,1980
Brightburn,en,2019-05-09,41.383,2566,6.1,6000000.0,Science Fiction,,2019
The Rental,en,2020-07-23,41.323,677,5.6,0.0,Horror,,2020
Army of Darkness,en,1992-10-31,41.242,2495,7.3,11000000.0,Comedy,Evil Dead Collection,1992
Martyrs,fr,2008-09-03,41.212,2142,7.4,6500000.0,Drama,,2008
Halloween H20: 20 Years Later,en,1998-08-05,41.178,1302,6.0,17000000.0,Thriller,Halloween Collection,1998
P2,en,2007-11-09,41.167,671,6.1,3500000.0,Thriller,,2007
Black as Night,en,2021-10-01,41.009,89,5.5,0.0,Thriller,,2021
The Legend of the Nahuala,es,2007-10-31,40.963,145,7.6,0.0,Animation,Las Leyendas Collection,2007
Mermaid Down,en,2019-10-15,40.952,235,6.7,0.0,Fantasy,,2019
The Mortuary Collection,en,2020-10-08,40.917,324,6.8,0.0,Fantasy,,2020
Sputnik,ru,2020-09-08,40.799,536,6.5,0.0,Drama,,2020
Rise of the Mummy,en,2021-04-03,40.695,35,5.3,0.0,Science Fiction,,2021
The Descent,en,2005-07-08,40.383,3123,6.9,3500000.0,Adventure,The Descent Collection,2005
Curse of the Blair Witch,en,1999-07-11,40.317,87,6.2,0.0,Thriller,,1999
Resident Evil: Damnation,en,2012-09-25,40.315,671,6.8,0.0,Action,Resident Evil: Biohazard Collection,2012
Anaconda,en,1997-04-11,40.311,2075,5.1,45000000.0,Adventure,Anaconda Collection,1997
The Visitor,en,2022-10-07,40.296,0,0.0,0.0,Thriller,,2022
Leprechaun,en,1993-01-08,40.194,600,5.6,900000.0,Comedy,Leprechaun Collection,1993
Poltergeist,en,1982-06-04,40.123,2416,7.1,10700000.0,Horror,Poltergeist Collection,1982
Pandemic,en,2016-02-26,40.023,273,5.0,0.0,Action,,2016
Tremors,en,1990-01-19,40.012,2640,6.8,11000000.0,Action,Tremors Collection,1990
The Amityville Horror,en,2005-04-14,39.997,1862,6.1,19000000.0,Horror,The Amityville Collection,2005
Mama,en,2013-01-17,39.883,3667,6.2,15000000.0,Horror,,2013
Down,en,2019-02-01,39.821,152,6.6,0.0,Drama,,2019
Blade: Trinity,en,2004-12-08,39.805,3275,5.9,65000000.0,Action,Blade Collection,2004
Leprechaun 2,en,1994-04-07,39.55,242,5.6,2000000.0,Comedy,Leprechaun Collection,1994
The Amityville Harvest,en,2020-10-20,39.521,20,6.5,0.0,Horror,,2020
Antebellum,en,2020-09-02,39.517,744,6.3,15000000.0,Horror,,2020
Wish Upon,en,2017-07-07,39.467,1144,5.6,12000000.0,Fantasy,,2017
The Trip,no,2021-07-30,39.424,385,6.7,0.0,Action,,2021
Blade II,en,2002-03-22,39.411,3963,6.5,54000000.0,Action,Blade Collection,2002
Jigsaw,en,2017-10-26,39.398,3044,6.2,10000000.0,Crime,Saw Collection,2017
Spell,en,2020-10-30,39.382,299,6.5,0.0,Fantasy,,2020
The Wailer,es,2006-06-20,39.32,57,6.7,250.0,Horror,The Wailer Collection,2006
The Boy,en,2016-01-22,38.999,3346,5.9,10000000.0,Mystery,The Boy Collection,2016
Ready or Not,en,2019-08-21,38.925,3383,7.1,6000000.0,Comedy,,2019
Greta,en,2018-09-06,38.823,1084,6.6,0.0,Mystery,,2018
Event Horizon,en,1997-08-15,38.807,2212,6.5,60000000.0,Mystery,,1997
The Return of the Living Dead,en,1985-04-25,38.791,1491,7.2,4000000.0,Comedy,Return of the Living Dead Collection,1985
Death Smiles on a Murderer,it,1973-07-11,38.78,44,5.8,0.0,Horror,,1973
Psycho Goreman,en,2020-10-29,38.776,245,6.0,1700000.0,Comedy,,2020
The Strangers: Prey at Night,en,2018-03-07,38.516,1127,5.6,12500000.0,Thriller,The Strangers Collection,2018
Hellraiser: Hellworld,en,2005-09-06,38.501,233,4.8,5000000.0,Thriller,Hellraiser Collection,2005
Jessabelle,en,2014-11-07,38.493,688,5.4,1000000.0,Thriller,,2014
Gacy,en,2003-05-13,38.455,92,4.6,250000.0,Crime,,2003
12 Hour Shift,en,2020-10-02,38.37,174,5.4,0.0,Comedy,,2020
Rings,en,2017-02-01,38.303,2270,5.0,25000000.0,Horror,The Ring Collection,2017
Pearl,en,2022-09-16,38.183,19,7.0,1000000.0,Drama,X Collection,2022
Halloween III: Season of the Witch,en,1982-10-22,38.146,1054,5.1,2500000.0,Science Fiction,Halloween Collection,1982
A Nightmare on Elm Street Part 2: Freddy's Revenge,en,1985-11-01,38.067,1460,5.8,3000000.0,Horror,A Nightmare on Elm Street Collection,1985
The Last House on the Left,en,2009-03-13,38.056,1421,6.4,15000000.0,Crime,The Last House on the Left Collection,2009
Species,en,1995-07-07,38.051,1294,5.9,35000000.0,Action,Species Collection,1995
The Descent: Part 2,en,2009-10-14,38.029,872,5.9,6000200.0,Adventure,The Descent Collection,2009
Parasyte: Part 2,ja,2015-04-25,37.961,134,7.0,0.0,Science Fiction,Parasyte Collection,2015
Hellbound: Hellraiser II,en,1988-12-23,37.92,843,6.4,3000000.0,Horror,Hellraiser Collection,1988
Jason Goes to Hell: The Final Friday,en,1993-08-13,37.912,743,4.5,3000000.0,Horror,Friday the 13th Collection,1993
The Exorcist III,en,1990-08-17,37.903,541,6.2,9300000.0,Mystery,The Exorcist Collection,1990
Ghosts of War,en,2020-07-03,37.83,407,6.3,0.0,Fantasy,,2020
Ouija: Origin of Evil,en,2016-10-20,37.821,2127,6.1,9000000.0,Drama,Ouija Collection,2016
The Invisible Man,en,2020-02-26,37.802,4778,7.1,7000000.0,Science Fiction,,2020
The Mummy,en,2017-06-06,37.742,6346,5.5,125000000.0,Action,,2017
Constantine: City of Demons - The Movie,en,2018-10-04,37.594,473,7.8,0.0,Action,,2018
Friday the 13th Part VI: Jason Lives,en,1986-08-01,37.545,899,6.2,3000000.0,Mystery,Friday the 13th Collection,1986
Scream 3,en,2000-02-03,37.529,2664,5.9,40000000.0,Mystery,Scream Collection,2000
The Unborn,en,2009-01-09,37.529,1185,5.2,16000000.0,Mystery,,2009
A Nightmare on Elm Street 4: The Dream Master,en,1988-08-19,37.502,1095,5.8,13000000.0,Thriller,A Nightmare on Elm Street Collection,1988
Carrie,en,2013-10-16,37.493,3919,6.0,30000000.0,Drama,,2013
Bordello of Blood,en,1996-08-16,37.441,295,5.9,15000000.0,Comedy,Tales from the Crypt Collection,1996
Cadaver,no,2020-10-22,37.362,506,5.6,0.0,Drama,,2020
Cracked,th,2022-02-24,37.267,11,6.4,3000000.0,Thriller,,2022
The Empty Man,en,2020-10-22,37.25,493,6.2,16000000.0,Mystery,,2020
Clown,en,2014-11-13,37.203,1143,5.7,0.0,Horror,,2014
The Last Survivors,en,2014-06-12,37.163,175,6.3,0.0,Action,,2014
[REC]²,es,2009-09-15,37.108,1652,6.6,5600000.0,Thriller,[REC] Collection,2009
The Wolfman,en,2010-02-10,36.648,1673,5.8,150000000.0,Drama,,2010
Wolf Creek 2,en,2013-08-30,36.644,485,6.3,8000000.0,Thriller,Wolf Creek Collection,2013
Leatherface,en,2017-09-14,36.593,1044,5.5,0.0,Mystery,Texas Chainsaw Massacre Collection,2017
Escape Room,en,2019-01-03,36.573,3924,6.5,9000000.0,Mystery,Escape Room Collection,2019
Curve,en,2015-08-31,36.483,325,5.8,0.0,Thriller,,2015
Intersect,en,2020-02-12,36.44,49,5.7,0.0,Science Fiction,,2020
Jason X,en,2001-07-24,36.342,1069,4.8,11000000.0,Science Fiction,Friday the 13th Collection,2001
Friday the 13th Part VIII: Jason Takes Manhattan,en,1989-07-28,36.337,793,5.0,5000000.0,Thriller,Friday the 13th Collection,1989
Gatlopp: Hell of a Game,en,2022-06-27,36.252,28,5.6,0.0,Comedy,,2022
Silent Hill: Revelation 3D,en,2012-10-10,36.244,1336,5.5,20000000.0,Mystery,Silent Hill Collection,2012
The Green Inferno,en,2013-09-08,36.108,1153,5.7,5000000.0,Adventure,,2013
Old People,de,2022-10-07,35.976,9,5.5,0.0,Horror,,2022
The Babysitter,en,2017-10-13,35.85,3020,6.1,0.0,Comedy,The Babysitter Collection,2017
Piranha,en,1978-08-03,35.829,496,5.9,660000.0,Comedy,Piranha Collection,1978
Primeval,en,2007-01-12,35.757,292,6.1,0.0,Adventure,,2007
Poltergeist,en,2015-05-20,35.679,2031,5.2,35000000.0,Horror,,2015
Underwater,en,2020-01-08,35.67,2537,6.3,50000000.0,Action,,2020
Silent Hill,en,2006-04-21,35.639,3519,6.5,50000000.0,Mystery,Silent Hill Collection,2006
Lights Out,en,2016-07-21,35.639,3384,6.3,4900000.0,Mystery,Lights Out Collection,2016
Resident Evil: Vendetta,ja,2017-05-27,35.635,780,6.9,0.0,Action,Resident Evil: Biohazard Collection,2017
Leprechaun: Back 2 tha Hood,en,2003-12-30,35.458,141,5.2,0.0,Comedy,Leprechaun Collection,2003
Happy Death Day,en,2017-10-12,35.43,5369,6.6,4800000.0,Comedy,Happy Death Day Collection,2017
Don't Kill It,en,2016-08-27,35.33,175,6.1,3500000.0,Fantasy,,2016
Friday the 13th Part III,en,1982-08-13,35.313,1062,5.8,4000000.0,Horror,Friday the 13th Collection,1982
His House,en,2020-01-27,35.311,839,6.5,0.0,Drama,,2020
Crimes of the Future,en,2022-05-25,35.226,480,6.4,0.0,Drama,,2022
The Craft,en,1996-05-03,35.18,1497,6.7,15000000.0,Drama,The Craft Collection,1996
Wishmaster 2: Evil Never Dies,en,1999-03-12,35.088,196,5.5,2500000.0,Fantasy,Wishmaster Collection,1999
The Devil's Advocate,en,1997-10-17,35.073,4887,7.4,57000000.0,Drama,,1997
Suspiria,it,1977-02-01,34.891,2367,7.5,0.0,Horror,The Three Mothers Collection,1977
Children of the Corn,en,1984-03-09,34.686,796,5.7,800000.0,Thriller,Children of the Corn Collection,1984
Overlord,en,2018-11-01,34.624,2406,6.7,38000000.0,Science Fiction,,2018
Toys of Terror,en,2021-12-02,34.393,11,6.3,0.0,Horror,,2021
Planet Terror,en,2007-04-06,34.376,2881,6.6,0.0,Action,,2007
The Mist,en,2007-11-21,34.23,4147,6.9,18000000.0,Science Fiction,,2007
Shin Godzilla,ja,2016-07-29,34.129,866,7.1,15000000.0,Action,,2016
Fear of Rain,en,2021-02-12,34.067,391,7.1,0.0,Drama,,2021
I Know What You Did Last Summer,en,1997-10-17,34.017,2272,5.9,17000000.0,Mystery,I Know What You Did Last Summer Collection,1997
The Babadook,en,2014-05-22,33.958,5251,6.5,2000000.0,Drama,,2014
Hatching,fi,2022-03-04,33.905,142,6.4,3896000.0,Fantasy,,2022
Death of Me,en,2020-10-02,33.787,202,5.0,0.0,Mystery,,2020
Evil Dead II,en,1987-03-13,33.777,2428,7.6,3500000.0,Comedy,Evil Dead Collection,1987
A Serbian Film,sr,2010-06-16,33.761,1547,5.5,0.0,Crime,,2010
General Cemetery,es,2013-07-25,33.739,40,6.6,0.0,Horror,Cementerio General Collection,2013
Don't Listen,es,2020-07-24,33.664,612,6.5,0.0,Drama,,2020
Nocturne,en,2020-10-13,33.649,322,5.9,0.0,Music,,2020
Ghost Lab,th,2021-05-26,33.582,103,6.5,0.0,Drama,,2021
Possession,fr,1981-05-27,33.538,737,7.4,0.0,Horror,,1981
Leatherface: The Texas Chainsaw Massacre III,en,1990-01-12,33.339,396,5.3,2000000.0,Horror,Texas Chainsaw Massacre Collection,1990
The Texas Chainsaw Massacre 2,en,1986-08-22,33.29,647,5.6,4500000.0,Comedy,Texas Chainsaw Massacre Collection,1986
The Empire of Corpses,ja,2015-10-02,33.239,73,6.0,0.0,Animation,Project Itoh Collection,2015
Freaky,en,2020-11-12,33.205,1140,6.6,5000000.0,Comedy,,2020
Gonjiam: Haunted Asylum,ko,2018-03-28,33.149,420,7.3,0.0,Mystery,,2018
Warm Bodies,en,2013-01-31,33.127,5495,6.4,35000000.0,Comedy,,2013
Exorcist II: The Heretic,en,1977-06-17,32.967,540,4.5,14000000.0,Drama,The Exorcist Collection,1977
Pet Sematary,en,2019-04-04,32.935,2765,5.7,21000000.0,Thriller,Pet Sematary Reboot Collection,2019
Priest,en,2011-05-05,32.691,1923,5.7,60000000.0,Action,,2011
The Legend of La Llorona,en,2022-01-07,32.519,31,5.0,0.0,Thriller,,2022
The 8th Night,ko,2021-07-02,32.439,88,6.1,0.0,Mystery,,2021
Countdown,en,2019-10-24,32.432,1680,6.4,6500000.0,Thriller,,2019
Suicide Forest Village,ja,2021-02-05,32.327,43,6.9,0.0,Drama,Village Collection,2021
Hostel: Part III,en,2011-12-27,32.318,928,5.1,6000000.0,Horror,Hostel Collection,2011
Life,en,2017-03-22,32.282,6326,6.4,58000000.0,Mystery,,2017
A Tale of Two Sisters,ko,2003-06-13,32.2,904,7.1,15050245.0,Drama,,2003
See No Evil,en,2006-05-19,32.164,528,5.4,8000000.0,Thriller,See No Evil Collection,2006
Gantz,ja,2010-11-29,32.079,238,6.6,0.0,Action,Gantz Collection,2010
Belzebuth,es,2019-01-11,31.993,269,7.1,3600000.0,Fantasy,,2019
Terrifier,en,2011-08-09,31.973,31,6.5,0.0,Horror,,2011
Black Swan,en,2010-12-03,31.951,12624,7.7,13000000.0,Drama,,2010
The Curse of Buckout Road,en,2017-11-24,31.919,43,6.8,0.0,Horror,,2017
Hellraiser: Deader,en,2005-06-07,31.757,235,4.7,4000000.0,Mystery,Hellraiser Collection,2005
Gothika,en,2003-11-21,31.591,1883,6.1,40000000.0,Thriller,,2003
Black Box,en,2020-10-06,31.582,413,6.5,0.0,Science Fiction,,2020
The Return of the Texas Chainsaw Massacre,en,1995-03-12,31.468,470,4.4,600000.0,Horror,Texas Chainsaw Massacre Collection,1995
Critters,en,1986-04-11,31.428,739,6.4,2000000.0,Comedy,Critters Collection,1986
Sinister 2,en,2015-08-19,31.394,1832,5.8,10000000.0,Horror,Sinister Collection,2015
Come True,en,2020-09-24,31.366,173,6.1,0.0,Science Fiction,,2020
Heks,en,2020-12-15,31.258,29,6.1,0.0,Drama,,2020
The Unfamiliar,en,2020-08-21,31.223,73,5.9,0.0,Thriller,,2020
Messengers 2: The Scarecrow,en,2009-07-21,31.216,134,5.4,0.0,Horror,The Messengers Collection,2009
The Possession of Hannah Grace,en,2018-11-29,31.136,1094,5.5,7700000.0,Drama,,2018
Forbidden Empire,ru,2014-01-30,31.129,244,5.9,26000000.0,Adventure,Viy Collection,2014
They Live Inside Us,en,2020-10-06,30.945,28,6.0,0.0,Horror,,2020
Happy Death Day 2U,en,2019-02-13,30.925,2876,6.3,9000000.0,Comedy,Happy Death Day Collection,2019
Grave Encounters 2,en,2012-10-12,30.872,753,5.5,0.0,Horror,Grave Encounters Collection,2012
Killer Klowns from Outer Space,en,1988-05-27,30.761,722,6.4,2000000.0,Comedy,,1988
Backcountry,en,2014-03-20,30.601,492,5.8,0.0,Drama,,2014
House of 1000 Corpses,en,2003-04-11,30.568,1291,6.2,7000000.0,Crime,Firefly Collection,2003
Hellraiser III: Hell on Earth,en,1992-09-11,30.562,567,5.7,5000000.0,Horror,Hellraiser Collection,1992
Gantz: Perfect Answer,ja,2011-04-23,30.556,166,6.7,0.0,Action,Gantz Collection,2011
Slender Man,en,2018-08-10,30.529,1685,4.4,10000000.0,Mystery,,2018
Cujo,en,1983-08-10,30.421,782,6.1,5000000.0,Thriller,,1983
New Nightmare,en,1994-10-13,30.385,1096,6.4,8000000.0,Fantasy,A Nightmare on Elm Street Collection,1994
Friday the 13th Part VII: The New Blood,en,1988-05-13,30.38,788,5.4,2800000.0,Thriller,Friday the 13th Collection,1988
Creepshow,en,1982-11-12,30.331,782,6.9,8000000.0,Comedy,Creepshow Collection,1982
Friday the 13th: A New Beginning,en,1985-03-22,30.247,876,5.3,2200000.0,Mystery,Friday the 13th Collection,1985
The Birds,en,1963-03-28,30.096,3311,7.5,2500000.0,Horror,The Birds Collection,1963
The Shallows,en,2016-06-24,30.09,4524,6.4,17000000.0,Drama,,2016
Gremlins,en,1984-06-07,30.063,5392,7.1,11000000.0,Comedy,The Gremlins Collection,1984
Sadako,ja,2019-05-24,29.908,70,6.0,0.0,Horror,Ringu Collection,2019
Noblesse: The Beginning of Destruction,ko,2015-11-28,29.717,12,6.7,0.0,Animation,,2015
The Skin I Live In,es,2011-08-17,29.657,3601,7.5,13000000.0,Drama,,2011
A Gruta,pt,2020-10-29,29.602,67,6.3,0.0,Horror,,2020
Chernobyl Diaries,en,2012-05-24,29.565,1374,5.3,1000000.0,Thriller,,2012
Doctor Sleep,en,2019-10-30,29.402,3486,7.2,45000000.0,Fantasy,The Shining Collection,2019
The Howling,en,1981-01-21,29.36,588,6.5,1000000.0,Horror,The Howling Collection,1981
Tremors 5: Bloodlines,en,2015-10-06,29.357,324,5.5,0.0,Action,Tremors Collection,2015
The Turning,en,2020-01-23,29.345,842,5.9,14000000.0,Thriller,,2020
Gremlins 2: The New Batch,en,1990-06-15,29.242,2089,6.4,50000000.0,Comedy,The Gremlins Collection,1990
Haunting of the Mary Celeste,en,2020-10-23,29.197,34,5.3,0.0,Horror,,2020
Crimson Peak,en,2015-10-13,29.153,4396,6.6,55000000.0,Fantasy,,2015
Paranormal Activity 2,en,2010-10-20,29.023,2086,5.7,3000000.0,Fantasy,Paranormal Activity Collection,2010
You Won't Be Alone,mk,2022-04-01,29.005,76,6.5,0.0,Drama,,2022
Ajin: Demi-Human,ja,2017-09-30,28.997,86,7.6,0.0,Action,,2017
Knife Under the Throat,fr,1986-06-18,28.964,13,4.0,0.0,Drama,,1986
The Host,ko,2006-07-27,28.947,2227,7.0,11000000.0,Drama,,2006
Kill Command,en,2016-05-13,28.946,488,5.5,0.0,Action,,2016
Robert Reborn,en,2019-06-04,28.911,25,3.9,0.0,Horror,Robert Collection,2019
Madres,en,2021-10-08,28.802,65,6.0,0.0,Horror,,2021
Creepshow 3,en,2006-04-24,28.786,123,4.7,0.0,Comedy,Creepshow Collection,2006
Doom: Annihilation,en,2019-09-30,28.724,325,4.9,0.0,Action,Doom Collection,2019
Saw,en,2003-01-01,28.716,430,7.0,2000.0,Crime,,2003
Shutter,th,2004-09-09,28.644,897,7.2,125000.0,Mystery,,2004
Castle Freak,en,2020-12-04,28.631,47,4.7,0.0,Horror,,2020
Books of Blood,en,2020-10-07,28.575,281,6.6,0.0,Science Fiction,,2020
Megan Is Missing,en,2011-05-01,28.563,495,6.3,0.0,Drama,,2011
Hush,en,2016-03-12,28.54,3990,6.7,0.0,Thriller,,2016
Dante's Inferno: An Animated Epic,en,2010-02-09,28.531,416,6.9,0.0,Action,,2010
Rape Zombie: Lust of the Dead,ja,2012-07-13,28.502,118,6.3,0.0,Comedy,Rape Zombie Series,2012
Reaptown,en,2020-09-28,28.459,12,4.1,0.0,Mystery,,2020
The Girl with All the Gifts,en,2016-09-23,28.45,1662,6.6,5005600.0,Drama,,2016
